	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
5783	850	B000056OUH	A3T0EIFRQGAGEF	Baby	3	Now, I wash the parts and then put them through a steam sterilization in the office microwave, and I pump with the confidence that Im not adding harmful bacteria to my breastmilk.	0.0					32
1911	297	B0000222XM	A3FRZ57D9TH2D3	Tools & Home Improvement	3	I have seen some reviews that state that the adhesive backed sand paper doesnt stick well to the profiles.	0.0					19
41229	7176	B00146K0K4	AUEYXG8DEZUF3	Toys & Games	1	My 4 year old loves this color book.	0.0					7
60555	10371	B003II1XEI	AZX1LTRNLSZ24	Baby	3	have washed it 2 times and so far it has held up perfectly!	0.0					12
50090	8621	B001QUXH5S	A2FSOHSM9X13JT	Sports & Outdoors	9	At just over 4.25 inches long, 0.5 inches wide, with a 3.5 blade (3 of cutting area), it is plenty portable to carry along pretty much anywhere.	0.0					23
59119	10142	B003AM913C	AEHDGUE3L90ZS	Musical Instruments	9	I suggest ordering some better ones.	0.0					6
2744	388	B0000223O8	A1SMCJDI5587ZD	Tools & Home Improvement	13	Ill have to practice more.	0.0					5
37481	6589	B000V2JAI0	A2IABP80E6P65D	Tools & Home Improvement	30	I was setting anchors with the hammer drill feature last week.	0.0					11
40178	7018	B0012AII9M	A19G3E44NZUDKE	Baby	2	I bought the Liam the Brave set (the thinner, nicer ones- the options in the $30s are the Target type but the options in the $40s are thinner and larger)Three of our four blankets have nearly zero pattern to them.	0.0					38
2395	355	B0000223GL	A19D2SBM4FLBT7	Tools & Home Improvement	29	It WILL happen to most woodworkers at least once in their careers.	0.0					12
61963	10598	B003UER48Y	AMGQZBTHOBEXW	Toys & Games	3	But she carrys this doll everywhere now and sleeps with her.	0.0					11
64856	11032	B004BSFC4Q	A2L9TCA2TJHATD	Baby	3	My son was more interested in throwing individual ones as though they were balls.	0.0					14
74590	12589	B007B7LTPU	AC42P7OG6V9JC	Toys & Games	22	After all, it is made for their age range and not mine.	0.0					12
60907	10444	B003LUOBP6	A3C44DO400PQY1	Baby	3	Works great, snaps on just like the on that cam with the high chair.	0.0					14
51951	8934	B0024NK0OM	A1N24N5V6WP73V	Tools & Home Improvement	2	just optional though.	0.0					3
49779	8577	B001Q3L8RY	A2P6274M0G55KS	Baby	3	Perhaps she will grow into understanding it.	0.0					7
50281	8651	B001R70RIK	A2SUH23TKGA782	Sports & Outdoors	1	My husband and I wanted some water bottles that could fit into our cars cup holders and these are great.	0.0					20
2350	352	B0000223G8	ALS3M7G2I9B4D	Tools & Home Improvement	4	Ill be using a 3/32 or smaller hole, rather than the recommended 13/64.2) The scale doesnt make sense.	0.0					16
36328	6395	B000RY63JG	A3SA3745SAM88D	Sports & Outdoors	9	Their response?	0.0					2
56875	9761	B002ZKDUVE	A1F4Q751KNPE6D	Tools & Home Improvement	5	Not much one can say about a lamp, except that it works, and the construction is very solid for something priced so low.	0.0					23
49477	8517	B001P30BQE	A2Q9ZWQ5NVT19E	Tools & Home Improvement	1	The only problem I have and it applies to all the knee pads I have owned, they move below the knees when walking.	0.0					23
46583	8037	B001ETWU4U	A2PXO92HMOKCW0	Baby	1	Doesnt get hot.	0.0					3
47367	8153	B001GAOOG4	A14J87NHJAGPYR	Tools & Home Improvement	20	This means the beam radiates out from the light source at a somewhat large angle.	0.0					15
78246	13193	B009F7OV5E	A1R1BFJCMWX0Y3	Toys & Games	3	This also however is nothing fancy, its just a front and back with a room & roof, not much Barbie exercising in this castle or moving around much for that matter.	0.0					30
58221	9982	B0036RRSU4	AR0F99NKGDEGF	Toys & Games	2	You know youve always hated try to carefully spin the board and then having the fix the letters a million times.	0.0					21
18038	3087	B0002E5518	A1S0HTDO0P4N5V	Musical Instruments	2	Occassionally there are problems with this set up.	0.0					8
12220	1960	B0002CZV7I	A1365RYO0BLEMI	Musical Instruments	9	Every note will have the same volume.	0.0					7
56024	9626	B002UXQM02	A1P1IEBKXW32RK	Baby	4	A lot of pieces to clean but I think well worth it cause he didnt get any air in with these.	0.0					21
37229	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	2	There is no unnecessary bells and whistles but there is a still a little left to be desired.	0.0					18
63769	10864	B00440CZVE	A1YXVLZKRQ3ZJE	Baby	7	The shape allows you to take the perfect amount of food for tiny mouths.	0.0					14
57930	9940	B0035G0BUA	A2S244KFX0745K	Toys & Games	9	But the new weapons that use the Clip-System darts cannot use Whistler rounds.	0.0				after	13
25340	4433	B000A2HDXA	A2X3UAK5HLALMJ	Musical Instruments	9	The blues and set is only 10 dollars more with metal casings and probably better components, but these were good too.	0.0					20
35756	6299	B000R4AHJI	A2SPZJX5X5AIN8	Sports & Outdoors	13	As one might expect, European made pellet rifles tend to be built more like real guns, and function well... and that is true with this one.	0.0					26
41186	7166	B00140VZ90	A31Z48BHHUTB0P	Toys & Games	1	This was for the grandchildren and other children who come over to visit.	0.0					13
46779	8071	B001F2692K	A3K0LATK2OE49G	Baby	9	I got squirted in the eye a handful of times before I figured this out.2.	0.0					14
77679	13096	B008Y2DFLM	A3SEBFKE82AFF0	Baby	3	I bought it to reduce pressure on babys skull.	0.0					9
75566	12769	B007X1835I	A1XJOSJN6FHFO0	Toys & Games	9	viberant colors awaited us and the scene looked wonderful.	0.0					9
28217	4933	B000ENQRCI	A2NJQF2UI60VGT	Sports & Outdoors	5	Another time I removed the nail before arriving at home, I had to replace the tube then and there  (I should have just left the nail in place).	0.0					28
21837	3826	B0002JETO2	A5I03TZD4J96V	Baby	18	com is the best way to shop too!	0.0					8
38656	6776	B000X9GAUC	A2IRXEN4UWOFDI	Tools & Home Improvement	2	Good for light duty stuff.	0.0					5
66096	11236	B004IRBHUS	A1AHII2R0R6FAE	Tools & Home Improvement	7	Laziness, and because I can think of a few places around the house where the Ice Station Zero look wont actually be that bad.	0.0					24
79503	13407	B00AQSMYV4	A2YV6F6DLENNTM	Baby	3	I liked that there are 4 ways you can attach it depending on your car.	0.0					14
55530	9536	B002S0NVMO	A3K09KNPZC2B9M	Baby	6	This is the best umbrella stroller and the most comfortable from all others that I saw including Maclaren.	0.0					18
73919	12470	B006YWPPTO	A1FLQD414LLIH5	Toys & Games	6	I play all of the Think Fun games at school and think this is a great one to add to our collection for a group game.	0.0					26
50323	8653	B001RAAKZM	A2QG119U9UZF1A	Baby	4	I feel like I can strap her in as tight as I need to with out making her uncomfortable.	0.0					19
71122	12015	B005KBU83S	A19WB4OO3EF0MM	Toys & Games	21	I highly recommend this house.	0.0					5
7264	1113	B000068NW5	A396ELNTQDFYPO	Musical Instruments	5	We have over a dozen tube amps and are very particular about sound degradation but so far these cables have not disappointed anyone.	0.0					23
39427	6901	B000ZIEOHW	AKN5GA7QIG1QJ	Tools & Home Improvement	6	Wish I had when my husband and I did our home 30 years ago!	0.0					13
17664	3034	B0002E3DNK	A1YAR5PTXNRA7X	Musical Instruments	2	I wanted a stand that is pretty solid but also had a clamp to hold the guitar that I could use one handed.	0.0					23
70489	11915	B005F3H6Q8	A3OA4DV4L81N1D	Musical Instruments	40	These monitors are petite and smaller than most speakers with the same sized bass driver.	0.0					15
12384	1974	B0002CZV82	A3J2PKECNUGEHO	Musical Instruments	4	I use it through a Epiphone Valve Jr and a Marshall 2x12 stack with JTM45 on top and its fine.	0.0					18
66198	11245	B004IZC7CM	A1YP8HUPQIQ5AT	Baby	5	Worth every penny!	0.0					3
20177	3512	B0002GX5NG	A223S6N0DBQBHP	Musical Instruments	2	It is perfect.	0.0					3
32641	5718	B000LFCXL8	A1KF61HK8BM4D2	Musical Instruments	3	"Other than that, its a very nice machine with a flashing light and two ""click"" options."	0.0					16
81286	13677	B00CBJ0PN0	A1UVWTNPX8TR0G	Baby	7	Easy to move around the house or take in the car.	0.0					11
46388	8012	B001EH4W6G	AHQDV25INZB24	Baby	1	I was hesitant to use a snappi or pin on my prefolds for fear of hurting my little guy.	0.0					19
7218	1099	B000068NW5	A1S8R9OAIQT7YI	Musical Instruments	1	Only complaint is the size which is my fault.	0.0					9
46133	7983	B001E3B9J8	A7RMJ05QTA762	Toys & Games	5	It was a worthwhile risk.	0.0					5
21462	3770	B0002H49BM	A1QFFRX44YPXX8	Tools & Home Improvement	6	They either had tools in inconvenient places, or had plier handles that cut into your hands when using them.	0.0					19
15928	2707	B0002E1NNC	AKALIDNS3NMZ7	Musical Instruments	1	My son plays electric and acoustic guitar.	0.0					7
22099	3881	B0002PBS68	A3QTFLU2ZWH7WS	Musical Instruments	1	To all heavy music guitarist, I highly recommend this one!	0.0					10
22522	3965	B00062BIT4	A1W2SFKPK84VJE	Sports & Outdoors	3	This is a classic sharpening set and well worth the price.	0.0					11
36082	6360	B000RL23UC	A2LBHMQ3142G3S	Sports & Outdoors	1	This cheap piece of plastic does the job.	0.0					8
54498	9383	B002LNHJIU	A7W6LSGB2BJ8H	Toys & Games	3	I havent had any negative feedback from mom yet.	0.0					9
53440	9206	B002E04V7C	AABSJWOZAGMJU	Tools & Home Improvement	5	Not enough small shims the right thickness.	0.0					7
82596	13846	B00ENVHR7Q	A3HV8LF9XQV3LA	Baby	4	My daughter enjoyed making the chair move.	0.0					7
81064	13639	B00C18BWZQ	A3V4XZQXW7PZ20	Toys & Games	1	This toy is for the full sized Barbies, exactly what my niece wanted!	0.0					13
10528	1686	B0000VYDHA	A2K5RRMPICZ606	Tools & Home Improvement	23	As long as I dont let top section get over on me, I can move it in this orientation up and down stairs, its just very awkward and requires paying attention -- great feats of strength, not so much!Once the ladder is set at full height, Im very comfortable on it, even up near the top.	0.0					56
44404	7692	B001AYOCWW	A3DLK8Q3Z5FOY0	Toys & Games	2	I have tried a ton of them, some small some large.	0.0					11
34368	6042	B000O51VJ0	AP4YU5YTO61DD	Sports & Outdoors	14	These support the lid.	0.0					4
40288	7037	B0012NE5EG	A2JYYY8AA9REBX	Tools & Home Improvement	3	Compare with LEDs around 5,000 KelvinMy aged eyes do not do well trying to make things out in colored light.	0.0					19
35682	6289	B000QUZE50	A2SMAH87NY04AN	Toys & Games	4	Used 1 pack as cake topper and other pack for favours in goody bags.	0.0					13
72119	12171	B005WUDQ8G	A31G6RZ64LVTYI	Sports & Outdoors	4	Im a fireman and not very kind to things so I tend to look at that part of equipment a lot.	0.0					21
54103	9314	B002IWYXH4	A1DGVCCQQYHGCE	Baby	5	I love that you can use any bag.	0.0					8
55947	9619	B002UMAIH6	A18UVHCREY2RE2	Tools & Home Improvement	4	They suggested I use the 18650s instead.	0.0					6
61175	10491	B003O84ZVU	AIBRTGBN07D6A	Tools & Home Improvement	8	I liked the patch panel so much, I ended up putting one in my mountain house and mounting it right next to the fuse box and it looks great (if you dont mind the wires coming down the wall).	0.0					39
65009	11058	B004CLBX2M	A2EUR522IVIVJ0	Baby	4	Gate swings both directions and works wonderfully.	0.0					7
67510	11457	B004QZBEFK	A2QL3P9YL7T0QC	Baby	1	Great freezer containers.	0.0					3
73954	12476	B006ZIST04	A3OVNZOBMVJ17J	Baby	9	If I had to do it all over again I would have purchased a britax.	0.0					15
8686	1342	B000095S69	A1P3A0JRNPK57E	Baby	4	I highly recommend this for any new family.	0.0					8
37985	6668	B000VYHK80	A15PUBCS4N4G60	Sports & Outdoors	5	I actually think the sping and pin on the stock guard looks more secure.	0.0					14
62530	10685	B003XLUWT2	A2YVELJBHMRPES	Baby	4	The print is very cute tho!	0.0					6
46933	8095	B001FB5Z44	A2JQWSA0GPVSQN	Musical Instruments	4	It also has a lock on the case in case one might need it.	0.0					14
31428	5489	B000IHFNI4	A38KK0SZYEH5UD	Sports & Outdoors	3	This knife is available serrated and with a straight edge.	0.0					10
40803	7102	B0013AW8D8	A3JK6HKAP09OH6	Sports & Outdoors	10	The sheath could be made out of thicker cordura and the plastic liner is a little rattly and cheesy, but Ill get a kydex made for it at the next gun show.	0.0					32
155	33	980223644	A1UP19XQH91JT0	Toys & Games	1	Say Anything: 3-8 Players, Ages 10+, Average Play Time = 30 MinutesSay Anything Family: 3-6 Players, Ages 8+, Average Play Time = 30 MinutesIll keep this short and sweet out of all of the games in my household, this one is the game most requested.	0.0					36
26207	4586	B000BJJY5M	A3WST9HZN8PLM	Tools & Home Improvement	2	I couldnt find any except for this set and an Amana set, both about the same price.	0.0					17
31416	5486	B000IF7JYC	A2M8PN3N6LTXEG	Baby	1	This is a terrific way to display childrens art in a sleek and sophisticated way.	0.0					15
75450	12752	B007UE75PW	AKJHHD5VEH7VG	Toys & Games	4	The set was a disappointment.	0.0					5
46591	8038	B001EU7MPQ	A35BVFYDMGQT9W	Baby	4	I probably will get another one.	0.0					6
58176	9973	B0036MDNMQ	A2050YEBF2VUBN	Toys & Games	3	Including Papo.	0.0					2
2241	341	B0000223B4	A33VN1772RI44Z	Tools & Home Improvement	2	Its not bad.	0.0					3
51359	8819	B001VJSLNM	ARXU3540UBXVV	Sports & Outdoors	4	The outer construction of the pouch leads me to believe that this will last years.	0.0					15
60259	10328	B003H4QFSM	A26FX2091HJNIE	Baby	20	You can also place your diaper bag on the bench while the rear rider is standing.	0.0					16
834	118	1616615370	A2O1SP6ZPJKCAS	Toys & Games	7	If you love the game or just a fan or starwars you should get these I plan to get more to have huge point battle.	0.0					25
68729	11656	B004Y42A1K	A3MWSMBRIWGPVB	Baby	7	We did the same for our now-toddler when he was young.	0.0					10
54983	9457	B002OXOFPC	A5RR61HYYIV95	Tools & Home Improvement	1	Works great with the Galvanized Steel Pegboard.	0.0					7
64058	10910	B0045JK3GI	A3ODWSMKASTCR6	Tools & Home Improvement	9	The 12-volt tools fit my hand well and have good balance.	0.0					10
57493	9877	B0033B9CZ2	A22JLFSDW75E8U	Baby	5	They are cheap and replaced my old moldy ones.	0.0					9
39670	6931	B00106GVLA	AG6JJG6UOKBX	Sports & Outdoors	90	"""What I CANNOT fix is if I snorkel for 3"""" or more, it thinks the next time I submerge Im on an entirely new dive."""	0.0					25
10092	1607	B0000CBGBR	A3BMXVPSW75SJF	Baby	8	On the other hand, I was so excited to have it for my son (#2), but he would not sit still in it at all.	0.0					24
41964	7291	B0015VDM76	A2PZ39BYJ4C1LS	Sports & Outdoors	3	I bought some socks to wear with my running shoes.	0.0					10
14782	2458	B0002D0KOG	A32NZIV3FHCK62	Musical Instruments	2	The weight of the stand holds the mic and wire in place with ease.	0.0					14
22254	3917	B0002V82O8	A344N0X5LIV43M	Toys & Games	3	I mainly just wanted to rate this game.	0.0					8
7755	1214	B00006LVEU	A1L7M2JXN4EZCR	Musical Instruments	2	Now its working!	0.0					3
23434	4104	B0006VAKWG	A1Y2A22CAT5HD3	Tools & Home Improvement	3	Whenever there are pipes near a wall in the basement and it is not insulated, there is a chance of these pipes freezing, especially if a little air seeps through.	0.0					30
57703	9907	B0034IQB76	AQXL8AC8YZU01	Toys & Games	3	Its a great starter.	0.0					4
57315	9845	B00328PR7S	AZIRLLNE316XN	Baby	7	No complaints here either!And finally, Orbit has outstanding customer service!	0.0					11
20045	3477	B0002GW3Y8	A1MVH1WLYDHZ49	Musical Instruments	1	I cant remember how many years ago I started using this great stuff.	0.0					13
67979	11527	B004T6M7DE	A1R1F7IOPSLMD	Musical Instruments	5	I got the natural finish and I am blown away at the beauty of this thing!	0.0					16
22138	3890	B0002Q8TGO	A3BSH3UT96MTVX	Tools & Home Improvement	7	I like this drill so much that I bought a second one.	0.0					12
66779	11333	B004MWN0G8	A1HOLE9R6WPT85	Toys & Games	14	Someone really has to be there to teach the child the words to the song.	0.0					15
66331	11272	B004K9E5SA	A3D8MY7W6XPQQG	Toys & Games	1	My extended family members each got one of these as stocking stuffers this year.	0.0					14
